RANK,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,Type,UID,Population Sum,% of Population,Total
2648,50,8,109,0,0,0,0,A,Saguache County,Colorado,6372,6393,6505,6623,County,Saguache County_Colorado_6372_6393_6505_6623,328167513,99.51%,
2649,50,51,36,0,0,0,1,A,Charles City County,Virginia,6770,6744,6631,6605,County,Charles City County_Virginia_6770_6744_6631_6605,328174118,99.52%,
2650,50,48,283,0,0,0,0,A,La Salle County,Texas,6667,6664,6716,6604,County,La Salle County_Texas_6667_6664_6716_6604,328180722,99.52%,
2651,50,8,103,0,0,0,0,A,Rio Blanco County,Colorado,6531,6524,6453,6569,County,Rio Blanco County_Colorado_6531_6524_6453_6569,328187291,99.52%,
2652,50,54,93,0,0,0,0,A,Tucker County,West Virginia,6765,6753,6675,6568,County,Tucker County_West Virginia_6765_6753_6675_6568,328193859,99.52%,
2653,50,5,95,0,0,0,0,A,Monroe County,Arkansas,6799,6774,6660,6564,County,Monroe County_Arkansas_6799_6774_6660_6564,328200423,99.52%,
2654,50,51,181,0,0,0,0,A,Surry County,Virginia,6558,6551,6524,6527,County,Surry County_Virginia_6558_6551_6524_6527,328206950,99.53%,
2655,50,31,93,0,0,0,0,A,Howard County,Nebraska,6472,6484,6519,6515,County,Howard County_Nebraska_6472_6484_6519_6515,328213465,99.53%,
2656,50,47,95,0,0,0,0,A,Lake County,Tennessee,7004,6988,6597,6507,County,Lake County_Tennessee_7004_6988_6597_6507,328219972,99.53%,
2657,50,31,173,0,0,0,0,A,Thurston County,Nebraska,6769,6752,6595,6507,County,Thurston County_Nebraska_6769_6752_6595_6507,328226479,99.53%,
2658,50,19,185,0,0,0,0,A,Wayne County,Iowa,6495,6504,6511,6467,County,Wayne County_Iowa_6495_6504_6511_6467,328232946,99.53%,
2659,50,19,71,0,0,0,0,A,Fremont County,Iowa,6602,6567,6575,6464,County,Fremont County_Iowa_6602_6567_6575_6464,328239410,99.54%,
2660,50,32,27,0,0,0,0,A,Pershing County,Nevada,6651,6622,6442,6462,County,Pershing County_Nevada_6651_6622_6442_6462,328245872,99.54%,
2661,50,47,175,0,0,0,0,A,Van Buren County,Tennessee,6168,6174,6277,6429,County,Van Buren County_Tennessee_6168_6174_6277_6429,328252301,99.54%,
2662,50,21,237,0,0,0,0,A,Wolfe County,Kentucky,6561,6556,6491,6400,County,Wolfe County_Kentucky_6561_6556_6491_6400,328258701,99.54%,
2663,50,21,75,0,0,0,0,A,Fulton County,Kentucky,6515,6512,6513,6382,County,Fulton County_Kentucky_6515_6512_6513_6382,328265083,99.54%,
2664,50,27,107,0,0,0,0,A,Norman County,Minnesota,6442,6435,6442,6377,County,Norman County_Minnesota_6442_6435_6442_6377,328271460,99.55%,
2665,50,38,9,0,0,0,0,A,Bottineau County,North Dakota,6378,6384,6437,6376,County,Bottineau County_North Dakota_6378_6384_6437_6376,328277836,99.55%,
2666,50,30,99,0,0,0,0,A,Teton County,Montana,6230,6256,6282,6368,County,Teton County_Montana_6230_6256_6282_6368,328284204,99.55%,
2667,50,13,283,0,0,0,0,A,Treutlen County,Georgia,6401,6396,6382,6365,County,Treutlen County_Georgia_6401_6396_6382_6365,328290569,99.55%,
2668,50,20,53,0,0,0,0,A,Ellsworth County,Kansas,6383,6369,6320,6355,County,Ellsworth County_Kansas_6383_6369_6320_6355,328296924,99.55%,
2669,50,46,57,0,0,0,0,A,Hamlin County,South Dakota,6159,6157,6263,6352,County,Hamlin County_South Dakota_6159_6157_6263_6352,328303276,99.56%,
2670,50,27,167,0,0,0,0,A,Wilkin County,Minnesota,6513,6482,6410,6350,County,Wilkin County_Minnesota_6513_6482_6410_6350,328309626,99.56%,
2671,50,46,101,0,0,0,0,A,Moody County,South Dakota,6340,6343,6314,6349,County,Moody County_South Dakota_6340_6343_6314_6349,328315975,99.56%,
2672,50,17,9,0,0,0,0,A,Brown County,Illinois,6247,6233,6443,6330,County,Brown County_Illinois_6247_6233_6443_6330,328322305,99.56%,
2673,50,31,3,0,0,0,0,A,Antelope County,Nebraska,6292,6278,6292,6293,County,Antelope County_Nebraska_6292_6278_6292_6293,328328598,99.56%,
2674,50,48,169,0,0,0,0,A,Garza County,Texas,5816,5817,6269,6262,County,Garza County_Texas_5816_5817_6269_6262,328334860,99.57%,
2675,50,29,75,0,0,0,0,A,Gentry County,Missouri,6165,6134,6169,6253,County,Gentry County_Missouri_6165_6134_6169_6253,328341113,99.57%,
2676,50,21,165,0,0,0,0,A,Menifee County,Kentucky,6114,6135,6209,6250,County,Menifee County_Kentucky_6114_6135_6209_6250,328347363,99.57%,
2677,50,46,115,0,0,0,0,A,Spink County,South Dakota,6362,6347,6273,6235,County,Spink County_South Dakota_6362_6347_6273_6235,328353598,99.57%,
2678,50,55,51,0,0,0,0,A,Iron County,Wisconsin,6138,6146,6193,6224,County,Iron County_Wisconsin_6138_6146_6193_6224,328359822,99.57%,
2679,50,5,39,0,0,0,0,A,Dallas County,Arkansas,6479,6442,6306,6191,County,Dallas County_Arkansas_6479_6442_6306_6191,328366013,99.57%,
2680,50,20,145,0,0,0,0,A,Pawnee County,Kansas,6259,6261,6246,6179,County,Pawnee County_Kansas_6259_6261_6246_6179,328372192,99.58%,
2681,50,17,71,0,0,0,0,A,Henderson County,Illinois,6385,6334,6304,6151,County,Henderson County_Illinois_6385_6334_6304_6151,328378343,99.58%,
2682,50,51,21,0,0,0,1,A,Bland County,Virginia,6274,6257,6179,6148,County,Bland County_Virginia_6274_6257_6179_6148,328384491,99.58%,
2683,50,27,51,0,0,0,0,A,Grant County,Minnesota,6075,6094,6161,6136,County,Grant County_Minnesota_6075_6094_6161_6136,328390627,99.58%,
2684,50,13,243,0,0,0,0,A,Randolph County,Georgia,6423,6368,6253,6116,County,Randolph County_Georgia_6423_6368_6253_6116,328396743,99.58%,
2685,50,18,115,0,0,0,0,A,Ohio County,Indiana,5930,5922,5992,6114,County,Ohio County_Indiana_5930_5922_5992_6114,328402857,99.59%,
2686,50,5,73,0,0,0,0,A,Lafayette County,Arkansas,6311,6299,6155,6101,County,Lafayette County_Arkansas_6311_6299_6155_6101,328408958,99.59%,
2687,50,30,73,0,0,0,0,A,Pondera County,Montana,5905,5879,6018,6078,County,Pondera County_Montana_5905_5879_6018_6078,328415036,99.59%,
2688,50,17,47,0,0,0,0,A,Edwards County,Illinois,6247,6208,6086,6071,County,Edwards County_Illinois_6247_6208_6086_6071,328421107,99.59%,
2689,50,54,13,0,0,0,0,A,Calhoun County,West Virginia,6228,6199,6165,6068,County,Calhoun County_West Virginia_6228_6199_6165_6068,328427175,99.59%,
2690,50,5,147,0,0,0,0,A,Woodruff County,Arkansas,6276,6228,6153,6049,County,Woodruff County_Arkansas_6276_6228_6153_6049,328433224,99.60%,
2691,50,31,35,0,0,0,0,A,Clay County,Nebraska,6105,6105,6047,6049,County,Clay County_Nebraska_6105_6105_6047_6049,328439273,99.60%,
2692,50,19,143,0,0,0,0,A,Osceola County,Iowa,6196,6202,6163,6036,County,Osceola County_Iowa_6196_6202_6163_6036,328445309,99.60%,
2693,50,54,71,0,0,0,0,A,Pendleton County,West Virginia,6145,6132,6078,6011,County,Pendleton County_West Virginia_6145_6132_6078_6011,328451320,99.60%,
2694,50,29,179,0,0,0,0,A,Reynolds County,Missouri,6093,6077,6082,6006,County,Reynolds County_Missouri_6093_6077_6082_6006,328457326,99.60%,
2695,50,50,9,0,0,0,0,A,Essex County,Vermont,5919,5918,5965,5994,County,Essex County_Vermont_5919_5918_5965_5994,328463320,99.60%,
2696,50,29,205,0,0,0,0,A,Shelby County,Missouri,6104,6088,5957,5982,County,Shelby County_Missouri_6104_6088_5957_5982,328469302,99.61%,
2697,50,21,57,0,0,0,0,A,Cumberland County,Kentucky,5887,5860,5892,5946,County,Cumberland County_Kentucky_5887_5860_5892_5946,328475248,99.61%,
2698,50,48,377,0,0,0,0,A,Presidio County,Texas,6134,6109,6115,5939,County,Presidio County_Texas_6134_6109_6115_5939,328481187,99.61%,
2699,50,20,73,0,0,0,0,A,Greenwood County,Kansas,6006,5965,5922,5939,County,Greenwood County_Kansas_6006_5965_5922_5939,328487126,99.61%,
2700,50,30,15,0,0,0,0,A,Chouteau County,Montana,5896,5895,5916,5898,County,Chouteau County_Montana_5896_5895_5916_5898,328493024,99.61%,
2701,50,8,47,0,0,0,0,A,Gilpin County,Colorado,5810,5824,5899,5891,County,Gilpin County_Colorado_5810_5824_5899_5891,328498915,99.62%,
2702,50,26,131,0,0,0,0,A,Ontonagon County,Michigan,5814,5805,5855,5863,County,Ontonagon County_Michigan_5814_5805_5855_5863,328504778,99.62%,
2703,50,19,173,0,0,0,0,A,Taylor County,Iowa,5896,5865,5873,5858,County,Taylor County_Iowa_5896_5865_5873_5858,328510636,99.62%,
2704,50,42,113,0,0,0,0,A,Sullivan County,Pennsylvania,5832,5823,5859,5855,County,Sullivan County_Pennsylvania_5832_5823_5859_5855,328516491,99.62%,
2705,50,29,211,0,0,0,0,A,Sullivan County,Missouri,5999,5987,5916,5840,County,Sullivan County_Missouri_5999_5987_5916_5840,328522331,99.62%,
2706,50,20,181,0,0,0,0,A,Sherman County,Kansas,5928,5895,5911,5830,County,Sherman County_Kansas_5928_5895_5911_5830,328528161,99.62%,
2707,50,48,411,0,0,0,0,A,San Saba County,Texas,5720,5722,5824,5824,County,San Saba County_Texas_5720_5722_5824_5824,328533985,99.63%,
2708,50,13,201,0,0,0,0,A,Miller County,Georgia,5997,5988,5886,5807,County,Miller County_Georgia_5997_5988_5886_5807,328539792,99.63%,
2709,50,20,143,0,0,0,0,A,Ottawa County,Kansas,5729,5728,5834,5795,County,Ottawa County_Kansas_5729_5728_5834_5795,328545587,99.63%,
2710,50,48,65,0,0,0,0,A,Carson County,Texas,5799,5791,5708,5784,County,Carson County_Texas_5799_5791_5708_5784,328551371,99.63%,
2711,50,46,87,0,0,0,0,A,McCook County,South Dakota,5682,5673,5723,5778,County,McCook County_South Dakota_5682_5673_5723_5778,328557149,99.63%,
2712,50,38,5,0,0,0,0,A,Benson County,North Dakota,5951,5931,5778,5770,County,Benson County_North Dakota_5951_5931_5778_5770,328562919,99.63%,
2713,50,32,15,0,0,0,1,A,Lander County,Nevada,5732,5726,5762,5766,County,Lander County_Nevada_5732_5726_5762_5766,328568685,99.64%,
2714,50,13,263,0,0,0,0,A,Talbot County,Georgia,5735,5726,5746,5747,County,Talbot County_Georgia_5735_5726_5746_5747,328574432,99.64%,
2715,50,20,123,0,0,0,0,A,Mitchell County,Kansas,5792,5772,5757,5738,County,Mitchell County_Kansas_5792_5772_5757_5738,328580170,99.64%,
2716,50,20,69,0,0,0,0,A,Gray County,Kansas,5654,5646,5672,5729,County,Gray County_Kansas_5654_5646_5672_5729,328585899,99.64%,
2717,50,48,305,0,0,0,0,A,Lynn County,Texas,5595,5610,5652,5724,County,Lynn County_Texas_5595_5610_5652_5724,328591623,99.64%,
2718,50,31,167,0,0,0,0,A,Stanton County,Nebraska,5843,5822,5797,5717,County,Stanton County_Nebraska_5843_5822_5797_5717,328597340,99.64%,
2719,50,27,31,0,0,0,0,A,Cook County,Minnesota,5599,5595,5623,5708,County,Cook County_Minnesota_5599_5595_5623_5708,328603048,99.65%,
2720,50,28,119,0,0,0,0,A,Quitman County,Mississippi,6173,6154,5911,5701,County,Quitman County_Mississippi_6173_6154_5911_5701,328608749,99.65%,
2721,50,38,73,0,0,0,0,A,Ransom County,North Dakota,5699,5690,5667,5640,County,Ransom County_North Dakota_5699_5690_5667_5640,328614389,99.65%,
2722,50,40,3,0,0,0,0,A,Alfalfa County,Oklahoma,5700,5708,5681,5637,County,Alfalfa County_Oklahoma_5700_5708_5681_5637,328620026,99.65%,
2723,50,8,25,0,0,0,0,A,Crowley County,Colorado,5919,5694,5731,5614,County,Crowley County_Colorado_5919_5694_5731_5614,328625640,99.65%,
2724,50,19,9,0,0,0,0,A,Audubon County,Iowa,5676,5681,5665,5598,County,Audubon County_Iowa_5676_5681_5665_5598,328631238,99.66%,
2725,50,27,81,0,0,0,0,A,Lincoln County,Minnesota,5644,5628,5563,5580,County,Lincoln County_Minnesota_5644_5628_5563_5580,328636818,99.66%,
2726,50,17,155,0,0,0,0,A,Putnam County,Illinois,5638,5631,5596,5572,County,Putnam County_Illinois_5638_5631_5596_5572,328642390,99.66%,
2727,50,46,123,0,0,0,0,A,Tripp County,South Dakota,5621,5603,5566,5565,County,Tripp County_South Dakota_5621_5603_5566_5565,328647955,99.66%,
2728,50,31,59,0,0,0,0,A,Fillmore County,Nebraska,5557,5572,5555,5553,County,Fillmore County_Nebraska_5557_5572_5555_5553,328653508,99.66%,
2729,50,40,55,0,0,0,0,A,Greer County,Oklahoma,5492,5493,5483,5547,County,Greer County_Oklahoma_5492_5493_5483_5547,328659055,99.66%,
2730,50,8,73,0,0,0,0,A,Lincoln County,Colorado,5677,5665,5477,5510,County,Lincoln County_Colorado_5677_5665_5477_5510,328664565,99.67%,
2731,50,20,201,0,0,0,0,A,Washington County,Kansas,5532,5532,5526,5501,County,Washington County_Kansas_5532_5532_5526_5501,328670066,99.67%,
2732,50,46,37,0,0,0,0,A,Day County,South Dakota,5451,5442,5435,5479,County,Day County_South Dakota_5451_5442_5435_5479,328675545,99.67%,
2733,50,40,33,0,0,0,0,A,Cotton County,Oklahoma,5523,5535,5467,5477,County,Cotton County_Oklahoma_5523_5535_5467_5477,328681022,99.67%,
2734,50,13,37,0,0,0,0,A,Calhoun County,Georgia,5576,5573,5534,5469,County,Calhoun County_Georgia_5576_5573_5534_5469,328686491,99.67%,
2735,50,31,51,0,0,0,0,A,Dixon County,Nebraska,5598,5582,5546,5464,County,Dixon County_Nebraska_5598_5582_5546_5464,328691955,99.67%,
2736,50,31,31,0,0,0,0,A,Cherry County,Nebraska,5455,5454,5447,5464,County,Cherry County_Nebraska_5455_5454_5447_5464,328697419,99.68%,
2737,50,48,119,0,0,0,0,A,Delta County,Texas,5225,5222,5337,5406,County,Delta County_Texas_5225_5222_5337_5406,328702825,99.68%,
2738,50,48,207,0,0,0,0,A,Haskell County,Texas,5412,5432,5392,5403,County,Haskell County_Texas_5412_5432_5392_5403,328708228,99.68%,
2739,50,8,11,0,0,0,0,A,Bent County,Colorado,5651,5478,5337,5399,County,Bent County_Colorado_5651_5478_5337_5399,328713627,99.68%,
2740,50,40,67,0,0,0,0,A,Jefferson County,Oklahoma,5338,5325,5396,5389,County,Jefferson County_Oklahoma_5338_5325_5396_5389,328719016,99.68%,
2741,50,31,11,0,0,0,0,A,Boone County,Nebraska,5377,5359,5400,5385,County,Boone County_Nebraska_5377_5359_5400_5385,328724401,99.68%,
2742,50,20,127,0,0,0,0,A,Morris County,Kansas,5389,5367,5362,5349,County,Morris County_Kansas_5389_5367_5362_5349,328729750,99.69%,
2743,50,17,175,0,0,0,0,A,Stark County,Illinois,5405,5391,5296,5345,County,Stark County_Illinois_5405_5391_5296_5345,328735095,99.69%,
2744,50,8,27,0,0,0,0,A,Custer County,Colorado,4703,4719,5064,5335,County,Custer County_Colorado_4703_4719_5064_5335,328740430,99.69%,
2745,50,26,95,0,0,0,0,A,Luce County,Michigan,5339,5336,5337,5330,County,Luce County_Michigan_5339_5336_5337_5330,328745760,99.69%,
2746,50,16,63,0,0,0,0,A,Lincoln County,Idaho,5123,5129,5260,5329,County,Lincoln County_Idaho_5123_5129_5260_5329,328751089,99.69%,
2747,50,27,87,0,0,0,0,A,Mahnomen County,Minnesota,5400,5372,5387,5328,County,Mahnomen County_Minnesota_5400_5372_5387_5328,328756417,99.69%,
2748,50,20,77,0,0,0,0,A,Harper County,Kansas,5484,5465,5329,5323,County,Harper County_Kansas_5484_5465_5329_5323,328761740,99.69%,
2749,50,46,15,0,0,0,0,A,Brule County,South Dakota,5253,5253,5254,5321,County,Brule County_South Dakota_5253_5253_5254_5321,328767061,99.70%,
2750,50,40,29,0,0,0,0,A,Coal County,Oklahoma,5270,5284,5319,5313,County,Coal County_Oklahoma_5270_5284_5319_5313,328772374,99.70%,
2751,50,20,137,0,0,0,0,A,Norton County,Kansas,5458,5453,5369,5301,County,Norton County_Kansas_5458_5453_5369_5301,328777675,99.70%,
2752,50,46,77,0,0,0,0,A,Kingsbury County,South Dakota,5184,5203,5201,5294,County,Kingsbury County_South Dakota_5184_5203_5201_5294,328782969,99.70%,
2753,50,31,97,0,0,0,0,A,Johnson County,Nebraska,5287,5292,5335,5287,County,Johnson County_Nebraska_5287_5292_5335_5287,328788256,99.70%,
2754,50,49,17,0,0,0,0,A,Garfield County,Utah,5092,5107,5149,5281,County,Garfield County_Utah_5092_5107_5149_5281,328793537,99.70%,
2755,50,29,35,0,0,0,0,A,Carter County,Missouri,5201,5202,5339,5268,County,Carter County_Missouri_5201_5202_5339_5268,328798805,99.71%,
2756,50,46,129,0,0,0,0,A,Walworth County,South Dakota,5310,5286,5246,5265,County,Walworth County_South Dakota_5310_5286_5246_5265,328804070,99.71%,
2757,50,48,153,0,0,0,0,A,Floyd County,Texas,5397,5368,5299,5235,County,Floyd County_Texas_5397_5368_5299_5235,328809305,99.71%,
2758,50,48,317,0,0,0,0,A,Martin County,Texas,5239,5252,5208,5217,County,Martin County_Texas_5239_5252_5208_5217,328814522,99.71%,
2759,50,48,205,0,0,0,0,A,Hartley County,Texas,5376,5349,5389,5208,County,Hartley County_Texas_5376_5349_5389_5208,328819730,99.71%,
2760,50,30,65,0,0,0,0,A,Musselshell County,Montana,4732,4745,4912,5197,County,Musselshell County_Montana_4732_4745_4912_5197,328824927,99.71%,
2761,50,38,49,0,0,0,0,A,McHenry County,North Dakota,5332,5311,5239,5189,County,McHenry County_North Dakota_5332_5311_5239_5189,328830116,99.72%,
2762,50,29,5,0,0,0,0,A,Atchison County,Missouri,5306,5308,5227,5182,County,Atchison County_Missouri_5306_5308_5227_5182,328835298,99.72%,
2763,50,20,189,0,0,0,0,A,Stevens County,Kansas,5252,5246,5299,5175,County,Stevens County_Kansas_5252_5246_5299_5175,328840473,99.72%,
2764,50,31,143,0,0,0,0,A,Polk County,Nebraska,5209,5212,5159,5166,County,Polk County_Nebraska_5209_5212_5159_5166,328845639,99.72%,
2765,50,13,301,0,0,0,0,A,Warren County,Georgia,5211,5208,5214,5155,County,Warren County_Georgia_5211_5208_5214_5155,328850794,99.72%,
2766,50,48,195,0,0,0,0,A,Hansford County,Texas,5281,5260,5138,5151,County,Hansford County_Texas_5281_5260_5138_5151,328855945,99.72%,
2767,50,27,11,0,0,0,0,A,Big Stone County,Minnesota,5168,5158,5162,5144,County,Big Stone County_Minnesota_5168_5158_5162_5144,328861089,99.72%,
2768,50,46,41,0,0,0,0,A,Dewey County,South Dakota,5242,5224,5218,5140,County,Dewey County_South Dakota_5242_5224_5218_5140,328866229,99.73%,
2769,50,36,41,0,0,0,0,A,Hamilton County,New York,5102,5073,5114,5118,County,Hamilton County_New York_5102_5073_5114_5118,328871347,99.73%,
2770,50,47,137,0,0,0,0,A,Pickett County,Tennessee,5006,5002,5082,5107,County,Pickett County_Tennessee_5006_5002_5082_5107,328876454,99.73%,
2771,50,8,91,0,0,0,0,A,Ouray County,Colorado,4880,4881,5059,5100,County,Ouray County_Colorado_4880_4881_5059_5100,328881554,99.73%,
2772,50,54,105,0,0,0,0,A,Wirt County,West Virginia,5196,5186,5059,5091,County,Wirt County_West Virginia_5196_5186_5059_5091,328886645,99.73%,
2773,50,30,101,0,0,0,0,A,Toole County,Montana,4973,4970,5010,5082,County,Toole County_Montana_4973_4970_5010_5082,328891727,99.73%,
2774,50,30,61,0,0,0,0,A,Mineral County,Montana,4529,4565,4868,5058,County,Mineral County_Montana_4529_4565_4868_5058,328896785,99.74%,
2775,50,40,7,0,0,0,0,A,Beaver County,Oklahoma,5052,5029,4999,5016,County,Beaver County_Oklahoma_5052_5029_4999_5016,328901801,99.74%,
2776,50,20,171,0,0,0,0,A,Scott County,Kansas,5151,5138,5121,5014,County,Scott County_Kansas_5151_5138_5121_5014,328906815,99.74%,
2777,50,48,107,0,0,0,0,A,Crosby County,Texas,5125,5093,5085,4998,County,Crosby County_Texas_5125_5093_5085_4998,328911813,99.74%,
2778,50,31,161,0,0,0,0,A,Sheridan County,Nebraska,5134,5104,5086,4996,County,Sheridan County_Nebraska_5134_5104_5086_4996,328916809,99.74%,
2779,50,17,153,0,0,0,0,A,Pulaski County,Illinois,5191,5160,5073,4991,County,Pulaski County_Illinois_5191_5160_5073_4991,328921800,99.74%,
2780,50,38,21,0,0,0,0,A,Dickey County,North Dakota,5002,4971,4905,4923,County,Dickey County_North Dakota_5002_4971_4905_4923,328926723,99.74%,
2781,50,22,23,0,0,0,1,A,Cameron Parish,Louisiana,5619,5623,5099,4902,Parish,Cameron Parish_Louisiana_5619_5623_5099_4902,328931625,99.75%,
2782,50,31,169,0,0,0,0,A,Thayer County,Nebraska,5032,5019,4906,4885,County,Thayer County_Nebraska_5032_5019_4906_4885,328936510,99.75%,
2783,50,17,3,0,0,0,0,A,Alexander County,Illinois,5242,5173,5032,4858,County,Alexander County_Illinois_5242_5173_5032_4858,328941368,99.75%,
2784,50,17,59,0,0,0,0,A,Gallatin County,Illinois,4948,4938,4907,4855,County,Gallatin County_Illinois_4948_4938_4907_4855,328946223,99.75%,
2785,50,51,45,0,0,0,0,A,Craig County,Virginia,4895,4878,4876,4847,County,Craig County_Virginia_4895_4878_4876_4847,328951070,99.75%,
2786,50,16,3,0,0,0,0,A,Adams County,Idaho,4380,4425,4632,4817,County,Adams County_Idaho_4380_4425_4632_4817,328955887,99.75%,
2787,50,20,163,0,0,0,0,A,Rooks County,Kansas,4921,4895,4870,4813,County,Rooks County_Kansas_4921_4895_4870_4813,328960700,99.76%,
2788,50,8,121,0,0,0,0,A,Washington County,Colorado,4814,4808,4850,4812,County,Washington County_Colorado_4814_4808_4850_4812,328965512,99.76%,
2789,50,20,147,0,0,0,0,A,Phillips County,Kansas,4990,4977,4845,4809,County,Phillips County_Kansas_4990_4977_4845_4809,328970321,99.76%,
2790,50,48,483,0,0,0,0,A,Wheeler County,Texas,4987,4976,4905,4807,County,Wheeler County_Texas_4987_4976_4905_4807,328975128,99.76%,
2791,50,17,171,0,0,0,0,A,Scott County,Illinois,4947,4941,4855,4790,County,Scott County_Illinois_4947_4941_4855_4790,328979918,99.76%,
2792,50,48,247,0,0,0,1,A,Jim Hogg County,Texas,4835,4846,4797,4763,County,Jim Hogg County_Texas_4835_4846_4797_4763,328984681,99.76%,
2793,50,21,39,0,0,0,0,A,Carlisle County,Kentucky,4819,4806,4760,4720,County,Carlisle County_Kentucky_4819_4806_4760_4720,328989401,99.76%,
2794,50,16,71,0,0,0,0,A,Oneida County,Idaho,4563,4562,4588,4712,County,Oneida County_Idaho_4563_4562_4588_4712,328994113,99.77%,
2795,50,5,13,0,0,0,0,A,Calhoun County,Arkansas,4742,4738,4737,4695,County,Calhoun County_Arkansas_4742_4738_4737_4695,328998808,99.77%,
2796,50,55,37,0,0,0,0,A,Florence County,Wisconsin,4555,4560,4586,4688,County,Florence County_Wisconsin_4555_4560_4586_4688,329003496,99.77%,
2797,50,53,69,0,0,0,0,A,Wahkiakum County,Washington,4419,4443,4579,4688,County,Wahkiakum County_Washington_4419_4443_4579_4688,329008184,99.77%,
2798,50,19,159,0,0,0,0,A,Ringgold County,Iowa,4663,4642,4626,4670,County,Ringgold County_Iowa_4663_4642_4626_4670,329012854,99.77%,
2799,50,29,171,0,0,0,0,A,Putnam County,Missouri,4680,4690,4696,4666,County,Putnam County_Missouri_4680_4690_4696_4666,329017520,99.77%,
2800,50,13,259,0,0,0,0,A,Stewart County,Georgia,5312,5304,4914,4648,County,Stewart County_Georgia_5312_5304_4914_4648,329022168,99.77%,
2801,50,29,199,0,0,0,0,A,Scotland County,Missouri,4709,4699,4679,4643,County,Scotland County_Missouri_4709_4699_4679_4643,329026811,99.78%,
2802,50,20,157,0,0,0,0,A,Republic County,Kansas,4682,4677,4682,4642,County,Republic County_Kansas_4682_4677_4682_4642,329031453,99.78%,
2803,50,56,17,0,0,0,0,A,Hot Springs County,Wyoming,4618,4618,4574,4588,County,Hot Springs County_Wyoming_4618_4618_4574_4588,329036041,99.78%,
2804,50,37,95,0,0,0,1,A,Hyde County,North Carolina,4587,4551,4625,4576,County,Hyde County_North Carolina_4587_4551_4625_4576,329040617,99.78%,
2805,50,31,65,0,0,0,0,A,Furnas County,Nebraska,4633,4626,4611,4575,County,Furnas County_Nebraska_4633_4626_4611_4575,329045192,99.78%,
2806,50,48,103,0,0,0,0,A,Crane County,Texas,4676,4673,4639,4546,County,Crane County_Texas_4676_4673_4639_4546,329049738,99.78%,
2807,50,31,123,0,0,0,0,A,Morrill County,Nebraska,4555,4553,4573,4527,County,Morrill County_Nebraska_4555_4553_4573_4527,329054265,99.78%,
2808,50,32,21,0,0,0,1,A,Mineral County,Nevada,4555,4557,4615,4525,County,Mineral County_Nevada_4555_4557_4615_4525,329058790,99.78%,
2809,50,16,37,0,0,0,0,A,Custer County,Idaho,4274,4265,4434,4506,County,Custer County_Idaho_4274_4265_4434_4506,329063296,99.79%,
2810,50,48,333,0,0,0,0,A,Mills County,Texas,4454,4447,4497,4500,County,Mills County_Texas_4454_4447_4497_4500,329067796,99.79%,
2811,50,13,249,0,0,0,0,A,Schley County,Georgia,4546,4534,4476,4496,County,Schley County_Georgia_4546_4534_4476_4496,329072292,99.79%,
2812,50,32,17,0,0,0,0,A,Lincoln County,Nevada,4505,4448,4433,4482,County,Lincoln County_Nevada_4505_4448_4433_4482,329076774,99.79%,
2813,50,8,95,0,0,0,0,A,Phillips County,Colorado,4537,4531,4508,4449,County,Phillips County_Colorado_4537_4531_4508_4449,329081223,99.79%,
2814,50,21,105,0,0,0,0,A,Hickman County,Kentucky,4523,4530,4430,4422,County,Hickman County_Kentucky_4523_4530_4430_4422,329085645,99.79%,
2815,50,48,267,0,0,0,0,A,Kimble County,Texas,4280,4291,4350,4422,County,Kimble County_Texas_4280_4291_4350_4422,329090067,99.79%,
2816,50,42,23,0,0,0,0,A,Cameron County,Pennsylvania,4546,4531,4461,4418,County,Cameron County_Pennsylvania_4546_4531_4461_4418,329094485,99.80%,
2817,50,40,43,0,0,0,0,A,Dewey County,Oklahoma,4481,4474,4415,4401,County,Dewey County_Oklahoma_4481_4474_4415_4401,329098886,99.80%,
2818,50,46,91,0,0,0,0,A,Marshall County,South Dakota,4317,4315,4319,4374,County,Marshall County_South Dakota_4317_4315_4319_4374,329103260,99.80%,
2819,50,17,13,0,0,0,0,A,Calhoun County,Illinois,4435,4404,4385,4360,County,Calhoun County_Illinois_4435_4404_4385_4360,329107620,99.80%,
2820,50,46,39,0,0,0,0,A,Deuel County,South Dakota,4293,4294,4280,4352,County,Deuel County_South Dakota_4293_4294_4280_4352,329111972,99.80%,
2821,50,35,19,0,0,0,0,A,Guadalupe County,New Mexico,4451,4440,4432,4310,County,Guadalupe County_New Mexico_4451_4440_4432_4310,329116282,99.80%,
2822,50,29,87,0,0,0,0,A,Holt County,Missouri,4226,4184,4241,4262,County,Holt County_Missouri_4226_4184_4241_4262,329120544,99.80%,
2823,50,30,71,0,0,0,0,A,Phillips County,Montana,4215,4208,4216,4240,County,Phillips County_Montana_4215_4208_4216_4240,329124784,99.80%,
2824,50,55,78,0,0,0,0,A,Menominee County,Wisconsin,4250,4256,4292,4197,County,Menominee County_Wisconsin_4250_4256_4292_4197,329128981,99.81%,
2825,50,32,29,0,0,0,1,A,Storey County,Nevada,4098,4106,4145,4170,County,Storey County_Nevada_4098_4106_4145_4170,329133151,99.81%,
